,name,category,address,tel,description,summary
6127,MVC-BENIN,Compléments alimentaires,Calavi Abomey-Calavi - Bénin,+2290166835156,"MVC-BENIN commercialise de meilleurs emballages biodégradables pour tous produits alimentaires, nos emballages sont conçus en papiers kraft et pourront mieux présenter vos produits afin qu'ils soient plus attirants et compétitifs sur le marché.","Compléments alimentairesMVC-BENIN commercialise de meilleurs emballages biodégradables pour tous produits alimentaires, nos emballages sont conçus en papiers kraft et pourront mieux présenter vos produits afin qu'ils soient plus attirants et compétitifs sur le marché."
6128,Neolife,Compléments alimentaires,60098986 Godomey Zou Department Bohicon - Bénin,+2290160098986,,Compléments alimentaires
6129,SAINTE ABEL,Compléments alimentaires,Avogbannan Abomey - Bénin,Tel:+2290190106064,Nous sommes des promoteurs et éleveurs des volailles (des poules pondeuses et coque etc...),Compléments alimentairesNous sommes des promoteurs et éleveurs des volailles (des poules pondeuses et coque etc...)
6130,SATURN INTERNATIONAL,Compléments alimentaires,houeyiho (résidence wanvo) Abomey-Calavi - 1050 - Bénin,,Nous sommes une entreprise d'exportation du soja nouvellement installée au Bénin. Nous exportons le soja du Bénin vers la Chine.,Compléments alimentairesNous sommes une entreprise d'exportation du soja nouvellement installée au Bénin. Nous exportons le soja du Bénin vers la Chine.
6131,SITRACO BENIN SARL,Compléments alimentaires,Lot 0327 Cotonou - 22996203586 - Bénin,,"SITRACO BENIN SARL, nous importons les produits alimentaires.","Compléments alimentairesSITRACO BENIN SARL, nous importons les produits alimentaires."
6132,TREVO AFRICA,Compléments alimentaires,Rue 9210 Mènontin Cotonou - Bénin,+2290162907000,,Compléments alimentaires
6133,Wanignon Dah-soglo et Fils,Compléments alimentaires,- Département de l’Ouémé Gangban - Bénin,+2290197808561,,Compléments alimentaires
6134,YASIN INTERNATIONAL SARL,Compléments alimentaires,- 03 BP 0624 Cotonou Bénin Cotonou - Bénin,Tel:+2290198461599,"YASIN INTERNATIONAL SARL est une jeune entreprise basée au Bénin qui est dans la représentation des produits non prohibés. Pour son développement elle embrasse également l'agriculture et l'élevage, des compléments alimentaires et l'agrobusiness.","Compléments alimentairesYASIN INTERNATIONAL SARL est une jeune entreprise basée au Bénin qui est dans la représentation des produits non prohibés. Pour son développement elle embrasse également l'agriculture et l'élevage, des compléments alimentaires et l'agrobusiness."
6135,CREPA (CENTRE REGIONAL POUR L'EAU POTABLE ET L'ASSAINISSEMENT),"Eau (production, distribution)","Rue 655, Enceinte Direction Départementale de la Santé Publique Atlantique, Placodji 01 BP 4392 Recette Principale Cotonou - Bénin",Tel:+2290121311093,,"Eau (production, distribution)"
6136,LAKHI INDUSTRIES BENIN SARL,"Eau (production, distribution)",Fangbo 01 BP 6411 Abomey-Calavi - Bénin,+2290194011273,,"Eau (production, distribution)"
6137,SONEB (SOCIETE NATIONALE DES EAUX DU BENIN),"Eau (production, distribution)","92, Av. Pape Jean Paul II 01 BP 216 Cotonou - Bénin",Tel:+2290121316258,,"Eau (production, distribution)"
6138,AQUA-BLUE,Eau minérale,Cotonou - Bénin,Tel:+2290121330209,,Eau minérale
6139,BS WATER,Eau minérale,Godomey von Alapini Godomey - 01 BP 2500 Abomey-Calavi - Bénin,Tel:+2290121350082,,Eau minérale
6140,EAU MINERALE DEMA (GROUP-AKI),Eau minérale,Rue Okpê Oluwa Sikècodji - 01 BP 1418 Cotonou - Bénin,Tel:+2290121332458,Mise en bouteille par Group-Aki,Eau minéraleMise en bouteille par Group-Aki
6141,EAU TECHNOLOGIE ENVIRONNEMENT (FIFA DE STE LUCE),Eau minérale,"Rue 2911, Pavé de Kindonou Mènontin - 072 BP 349 Cotonou - Bénin",Tel:+2290121385284,,Eau minérale
6142,GLOBAL WATER PARTNERSHIP,Eau minérale,Placodji 01 BP 4392 Cotonou - Bénin,Tel:+2290121311093,,Eau minérale
6143,LEEZA INTER,Eau minérale,"Lot 1710, non loin de la pharmacie Océane Fidjrossè Cotonou - Bénin",+2290197232908,,Eau minérale
6144,SETTO,Eau minérale,- Cotonou - Bénin,+2290157068889,,Eau minérale
6145,SOBEBRA (Société Béninoise de Boissons Rafraîchissantes),Eau minérale,"Siège social : PK 2,5 Route de Porto-Novo Akpakpa - 01 BP 135 Recette Principale Cotonou Cotonou - Bénin",+2290197974661,"Fièrement béninoise, la SOBEBRA est au cœur du paysage agroalimentaire béninois depuis plus de 30 ans avec la production et la commercialisation de bières, de boissons gazeuses et d’eaux. Acteur économique, social et écocitoyen majeur, l’entreprise est l’un des plus grands contributeurs privés nationaux et emploie près de 1000 personnes.","Eau minéraleFièrement béninoise, la SOBEBRA est au cœur du paysage agroalimentaire béninois depuis plus de 30 ans avec la production et la commercialisation de bières, de boissons gazeuses et d’eaux. Acteur économique, social et écocitoyen majeur, l’entreprise est l’un des plus grands contributeurs privés nationaux et emploie près de 1000 personnes."
6146,SOCIETE ETE (EAU TECHNOLOGIE ENVIRONNEMENT),Eau minérale,"C/ 1291, Rue 2911; Usine: Tori-Bossito situé à 40 km de Cotonou Sainte Rita - 072 BP 349 Cotonou - Bénin",Tel:+2290121385284,Producteur d'eau minérale de Fifa de Ste Luce,Eau minéraleProducteur d'eau minérale de Fifa de Ste Luce
6147,SOROC SARL,Eau minérale,En face de l’ancienne boulangerie Zogbo Cotonou - Bénin,Tel:+2290165611661,,Eau minérale
6148,ACCESS TO LAND AFRICA,Elevage,"Lissezoun, 3 Bohicon - Bénin",+2290190293487,"ACCESS TO LAND AFRICA, basée à Bohicon et Djidja, est une entreprise agroécologique spécialisée en production d’œufs de table, maraîchage, pisciculture (Clarias) et élevage de volailles locales améliorées. Elle fournit des produits frais et accessibles, tout en formant et accompagnant jeunes, femmes et porteurs de projets agricoles. Sa mission : renforcer la sécurité alimentaire et créer des emplois durables au Bénin.","ElevageACCESS TO LAND AFRICA, basée à Bohicon et Djidja, est une entreprise agroécologique spécialisée en production d’œufs de table, maraîchage, pisciculture (Clarias) et élevage de volailles locales améliorées. Elle fournit des produits frais et accessibles, tout en formant et accompagnant jeunes, femmes et porteurs de projets agricoles. Sa mission : renforcer la sécurité alimentaire et créer des emplois durables au Bénin."
6149,AFRICA-VALAILLE,Elevage,- Allada - Bénin,Tel:+2290153533073,"AFRICA-VALAILLE est une entreprise d'élevage des volailles , des porcs; Nous sommes là pour vous servir.","ElevageAFRICA-VALAILLE est une entreprise d'élevage des volailles , des porcs; Nous sommes là pour vous servir."
6150,AFS,Elevage,- Abomey-Calavi - Bénin,Tel:+2290166377143,Nous intervenons dans: la vente de lapins de consommation et de reproduction ; le nettoyage de maison et/ou de bureau; la livraison de colis.,ElevageNous intervenons dans: la vente de lapins de consommation et de reproduction ; le nettoyage de maison et/ou de bureau; la livraison de colis.
6151,AGP POLYVALENT,Elevage,Calavi Ouèdo Abomey-Calavi - Bénin,+2290162521810,"Agrobusiness polyvalent une entreprise agricole et divers services en vente et achat de véhicule, transfert d'argent via réseau etc....","ElevageAgrobusiness polyvalent une entreprise agricole et divers services en vente et achat de véhicule, transfert d'argent via réseau etc...."
6152,AGRO BUSNESS,Elevage,Zoungoudo Zou - Bénin,+2290195618188,Production et vente des lapins,ElevageProduction et vente des lapins
6153,AGRO ROCHE,Elevage,Descente Ancien Pont PK3 Zinvié - 01 BP 2525 Abomey-Calavi - Bénin,Tel:+2290121336746,Elevage de bovins,ElevageElevage de bovins
6154,AKOSS DU LOCAL,Elevage,Zogbadjè Zogbadjè Abomey-Calavi - Bénin,+2290168667277,AKOSS DU LOCAL est une entreprise spécialisée dans la promotion et l'élevage d'escargots et autre produits dérivés.,ElevageAKOSS DU LOCAL est une entreprise spécialisée dans la promotion et l'élevage d'escargots et autre produits dérivés.
6155,AYAZEL-DAB,Elevage,Pkota Abomey-Calavi - Bénin,Tel:+2290197339398,"-Production animale et vente: Lapin, volaille ,œuf de table -lavages moto auto -location de voitures","Elevage-Production animale et vente: Lapin, volaille ,œuf de table -lavages moto auto -location de voitures"
6156,BENIN FERME NOVA,Elevage,Calavi Cotonou - Bénin,+22940778683,,Elevage
6157,BLD & Fils,Elevage,Au environ de ste rita Cotonou - Bénin,Tel:+2290158321631,"GMVVENTEDEVOLAILLE est spécialisé dans la vente de volaille comme pintade, poularde, poulet et aussi la vente des œufs en gros comme en détaille partout en Afrique sans oublier les produits d'élevages ( provendes, embouche, croissance chair, finition chair etc.. )","ElevageGMVVENTEDEVOLAILLE est spécialisé dans la vente de volaille comme pintade, poularde, poulet et aussi la vente des œufs en gros comme en détaille partout en Afrique sans oublier les produits d'élevages ( provendes, embouche, croissance chair, finition chair etc.. )"
6158,BON BERGER AGRO-PASTORALE,Elevage,- Lokossa - BEN - Bénin,+2290151273533,"Nous sommes une société spécialisée en élevage de lapin, porc, volaille et en agriculture","ElevageNous sommes une société spécialisée en élevage de lapin, porc, volaille et en agriculture"
6159,CAPALIA IDF,Elevage,Hinvi 03 BP 515 Abomey-Calavi - Bénin,+2290195453490,,Elevage
6160,DU POUSSIN AUX POULETS,Elevage,Ganvié ahouanmongao maison oussa Abomey-Calavi - Bénin,Tel:+2290161793091,Production transformation et commercialisation des volailles lapin et porc,ElevageProduction transformation et commercialisation des volailles lapin et porc
6161,ESCARGOT COM,Elevage,- Abomey - Bénin,Tel:+2290160508218,ESCARGOT COM une start-up de production de prélèvement de la bave et de conditionnement de l'escargot.,ElevageESCARGOT COM une start-up de production de prélèvement de la bave et de conditionnement de l'escargot.
6162,ETS ANGE DE GLOIRE,Elevage,- 03 BP 1598 Cotonou - Bénin,+2290195917159,"L'entreprise fait L'élevage des volailles et petits ruminants qu'elle revend de même nous sommes spécialisées dans la fabrication de certains produits cosmétiques à savoir:lait de corps,pommade Zorro,savon antiseptique,poudre, shampooing etc...","ElevageL'entreprise fait L'élevage des volailles et petits ruminants qu'elle revend de même nous sommes spécialisées dans la fabrication de certains produits cosmétiques à savoir:lait de corps,pommade Zorro,savon antiseptique,poudre, shampooing etc..."
6163,ETS DELPARF ET FILS,Elevage,Agbotagon Allada - Bénin,+2290161784347,"ETs Delparf et fils est une entreprise spécialisée dans l'élevage des porcs de race moderne et traditionnelle situé à Houegbo non loin de la voie principale, il permet d'accroître la production animale","ElevageETs Delparf et fils est une entreprise spécialisée dans l'élevage des porcs de race moderne et traditionnelle situé à Houegbo non loin de la voie principale, il permet d'accroître la production animale"
6164,ETS MAHOUTIN,Elevage,Lokossou Cotonou - Bénin,Tel:+2290169907464,Ets Mahoutin commercialise les poulets de chair,ElevageEts Mahoutin commercialise les poulets de chair
6165,ETS PRODUITS LOCAUX BIO,Elevage,"Rue 4123, Akpakpa Pk3 Cotonou - Bénin",+2290165655689,,Elevage
6166,FERME AGRO PASTORALE,Elevage,"Voie de Zimavie, Calavi Kodji les Monts Abomey-Calavi - Bénin",+2290166057249,,Elevage
6167,FERME AGROPASTORALE K,Elevage,"Département du Couffo, Commune de Toviklin, Arrondissement d'Avédjin, village de Tohounhoué BP 446 Lokossa Toviklin - Bénin",+2290195406666,Production écologique de lapins; poulets locaux; pintade; escargot; tilapia et des produits maraichers.,ElevageProduction écologique de lapins; poulets locaux; pintade; escargot; tilapia et des produits maraichers.
6168,FERME GBOGLE,Elevage,- Adjohoun - Bénin,+2290166773418,"La ferme GBOGLE est située a assigui dans la commune d'adjohoun sur une superficie de 77 ha. Nos activités sont: la Transformation des noix de palme en huile rouge, l'élevage des lapins, la pisciculture. Nous recevons également chaque Année les étudiants des universités et des Lycées agricoles pour des formations en toutes spécialités.","ElevageLa ferme GBOGLE est située a assigui dans la commune d'adjohoun sur une superficie de 77 ha. Nos activités sont: la Transformation des noix de palme en huile rouge, l'élevage des lapins, la pisciculture. Nous recevons également chaque Année les étudiants des universités et des Lycées agricoles pour des formations en toutes spécialités."
6169,FERME GLORIA BIOVITA,Elevage,Lobogo Bopa - Bénin,,Élevage de poulet de chair.,ElevageÉlevage de poulet de chair.
6170,FERME LAPIN,Elevage,Non loin de la Pharmacie Abomey-Calavi - Bénin,+2290195745126,,Elevage
6171,FERME PABEL,Elevage,Foun foun Port-novo - Bénin,Tel:+2290162768040,"Élevage des cailles , poulets Goliath , poulets brahmas , poule pondeuse.","ElevageÉlevage des cailles , poulets Goliath , poulets brahmas , poule pondeuse."
6172,FERME ROGER ET FILS VIANDES OEUFS,Elevage,sô-ava arrondissement Ganvié 2 village havè dernière l'église catholique saint pierre Paul de havè Abomey-Calavi - Bénin,Tel:+2290166655882,La ferme FRVO ( ferme Roger et fils viandes oeufs) faire la production *Des volailles en générale ( Dindons ; Pintades ; Poules Goliath ; Poules améliorer ; Poules locaux ; canards ) Des mammifères : (Porcs de race ; largwite; Lanwdrace et Pietrin de Belgique),ElevageLa ferme FRVO ( ferme Roger et fils viandes oeufs) faire la production *Des volailles en générale ( Dindons ; Pintades ; Poules Goliath ; Poules améliorer ; Poules locaux ; canards ) Des mammifères : (Porcs de race ; largwite; Lanwdrace et Pietrin de Belgique)
6173,FERME VIGBEKANDENOU,Elevage,Glazoue (Aklampa) Glazoue - +229 - Bénin,Tel:+2290190119550,"La ferme VIGBEKANDENOU, est situé à aklampa,dans la commune de glazoue.","ElevageLa ferme VIGBEKANDENOU, est situé à aklampa,dans la commune de glazoue."
6174,FONDATION TONON COSSI GILBERT,Elevage,Non loin du carrefour calavi Ouedo Cotonou - Bénin,+2290196592828,,Elevage
6175,GMC Sarl (GAGNER LE MONDE POUR CHRIST),Elevage,Zakpo Bohicon 02 BP 556 Bohicon - Bénin,+2290197226750,,Elevage
6176,GOOD HEALTH,Elevage,- Abomey-Calavi - Bénin,,Production et vente de la Chair et des œufs de caille,ElevageProduction et vente de la Chair et des œufs de caille
6177,IFDC BENIN,Elevage,Rue 329B Cotonou - Bénin,Tel:+2290121305990,,Elevage
6178,BIO GAZ BENIN SARL,Engrais,"Rue en face de la mosquée de Akassato, M/ GNANGA Abomey-Calavi - Bénin",+2290194764617,"Bio Gaz Benin Sarl est une entreprise innovante qui évolue dans les domaines des énergies renouvelable, de la gestion des déchets et de l’agriculture intégrée.","EngraisBio Gaz Benin Sarl est une entreprise innovante qui évolue dans les domaines des énergies renouvelable, de la gestion des déchets et de l’agriculture intégrée."
6179,BIOPHYTO,Engrais,"Rue après le Centre Marial, En Venant de Cotonou, Togoudo ; Glazoué : Face À L'ancienne Brigade Territoriale Allada - Bénin",+2290197411983,Biophyto est une entreprise de commercialisation de 3 gammes de produits: des engrais et pesticides 100% naturel pour vos cultures et d'huile de neem qui est un produit à usage phytosanitaires et cosmétiques.,EngraisBiophyto est une entreprise de commercialisation de 3 gammes de produits: des engrais et pesticides 100% naturel pour vos cultures et d'huile de neem qui est un produit à usage phytosanitaires et cosmétiques.
6180,CSOGI (CLIMATE SMART ORGANIC GREEN INITIATIVE),Engrais,Kpérou-Guéra Parakou - Bénin,+2290196451445,Fabrication et commercialisation des engrais biologiques Formation en Technologie de la Transformation de l'Agriculture en Afrique (TAAT),EngraisFabrication et commercialisation des engrais biologiques Formation en Technologie de la Transformation de l'Agriculture en Afrique (TAAT)
6181,IAB (INTRANS AGRICOLES DU BENIN),Engrais,"Gbégamey ,Rue 817 Plan C3 Page 171 01 BP 3898 Cotonou - Bénin",Tel:+2290121306969,,Engrais
6182,KEN INTERNATIONALE SARL,Engrais,- Abomey-Calavi - Bénin,+2290197007472,,Engrais
6183,KIKA LOGISTICS ET AGRO BUSINESS SERVICES,Engrais,C/190f 03 BP 0368 Cotonou - Bénin,+2290197036393,Je suis Promoteur Agricole et Distributeur d'Engrais Liquide Bio provenant de la Corée du sud.,EngraisJe suis Promoteur Agricole et Distributeur d'Engrais Liquide Bio provenant de la Corée du sud.
6184,PHYT'OIL S.A.,Engrais,"C/N°183, Eglise St. Michel, Imm Hammoud, Caboma 01 BP 1358 Cotonou - Bénin",Tel:+2290121318170,,Engrais
6185,SOTIG INTERNATIONAL SARL,Engrais,"Carré 1177 Haie vive, 11221 Cotonou - 229 - Bénin",+2290197349095,"Entreprise spécialisée dans les 4D : Désinfection Décontamination Désinsectisation Dératisation. Également dans la commercialisation d'intrants agricoles, engrais Bio-organiques.","EngraisEntreprise spécialisée dans les 4D : Désinfection Décontamination Désinsectisation Dératisation. Également dans la commercialisation d'intrants agricoles, engrais Bio-organiques."
6186,GMB (GRANDS MOULINS DU BENIN),Farine / Minoterie,"Rue 1682, Jack Akpakpa - 01 BP 949 Cotonou - Bénin",Tel:+2290121330817,,Farine / Minoterie
6187,LES MOULINS D'OR AFRIQUE - MOA,Farine / Minoterie,Zone franche industrielle de Sème Podji Cotonou - Bénin,+2290190309090,La minoterie de la société LES MOULINS D'OR AFRIQUE – MOA est spécialisée dans la production de farine de blé à l’échelle industrielle.,Farine / MinoterieLa minoterie de la société LES MOULINS D'OR AFRIQUE – MOA est spécialisée dans la production de farine de blé à l’échelle industrielle.
6188,AGANGO CHICKEN,Fermes avicoles,- Abomey-Calavi - Bénin,+2290191495454,"Agango Chicken commercialise des poulets bicyclettes 100% bio élevés, abattus et traités au Bénin.","Fermes avicolesAgango Chicken commercialise des poulets bicyclettes 100% bio élevés, abattus et traités au Bénin."
6189,AVICULTURE LOCALE CENTER ET SERVICE,Fermes avicoles,"C/1227, Rue 1042, km 12, Maison Gbadamass, Cité Nouvelle Akpakpa Cotonou - Bénin",+2290195327778,Vente de poulets Bicyclettes et Pintades.,Fermes avicolesVente de poulets Bicyclettes et Pintades.
6190,COOPERATIVE VOLAILLES DU BENIN,Fermes avicoles,- 03 BP 1965 Abomey-Calavi - Bénin,+2290166565691,,Fermes avicoles
6191,ETS MA PRIERE,Fermes avicoles,Arrondissement de Zinvié. Maison FAYOMI Abomey-Calavi - Bénin,+2290196330542,Établissement produisant des oeufs de table de très bonne qualité et sans résidu d'antibiotiques. Oeufs toujours frais et disponible en toute saison.,Fermes avicolesÉtablissement produisant des oeufs de table de très bonne qualité et sans résidu d'antibiotiques. Oeufs toujours frais et disponible en toute saison.
6192,ETS VICTOIRE GM,Fermes avicoles,Mono Lokossa - Bénin,+2290197051568,Les Ets Victoire GM est une société d'exploitation de complexe Agro pastoral et forestier fournissant ses productions sur le marché régional et des services d'installation et de maintenance de systèmes solaires sur le territoire national,Fermes avicolesLes Ets Victoire GM est une société d'exploitation de complexe Agro pastoral et forestier fournissant ses productions sur le marché régional et des services d'installation et de maintenance de systèmes solaires sur le territoire national
6193,FERME RENE PLAZA,Fermes avicoles,Calavi Cotonou - Bénin,+2290194008043,,Fermes avicoles
6194,HANANIA Sarl,Fermes avicoles,Toweta II Sainte Cécile Cotonou - Bénin,+2290196808706,,Fermes avicoles
6195,JARDIN DES DOUCEUX,Fermes avicoles,- Abomey-Calavi - Bénin,+2290197392392,Nous élevons toutes sorte d'oiseaux,Fermes avicolesNous élevons toutes sorte d'oiseaux
6196,MESSI ELEVAGE SARL,Fermes avicoles,C/1234 Ahouansori Toweta M/Houn Cotonou - 1238 - Bénin,+2290167123846,"Ma société est une société avicole ,dont je suis dans élevage de tout sort de volaille. Mon élevage est basé sur la biologie (à l'aide des plantes). Mon activité en ligne est de former les gens en élevage, en fabrication de couveuse, en entreprenariat et de vendre tous mes produits.","Fermes avicolesMa société est une société avicole ,dont je suis dans élevage de tout sort de volaille. Mon élevage est basé sur la biologie (à l'aide des plantes). Mon activité en ligne est de former les gens en élevage, en fabrication de couveuse, en entreprenariat et de vendre tous mes produits."
6197,PARTENAIRE AGRICOLE,Fermes avicoles,Tori cada centre Tori-Bossito - Bénin,+2290161037527,Ma société est basée dans la production animale et production végétale,Fermes avicolesMa société est basée dans la production animale et production végétale
6198,POULET BENIN,Fermes avicoles,Non loin du Supermarché Bella Aïdjèdo Cotonou - Bénin,+2290169626262,,Fermes avicoles
6199,SA FARM,Fermes avicoles,Ouedo 06 BP 1629 Abomey-Calavi - Bénin,+2290199015814,"Nous sommes une ferme de production avicole. Nous fournissons des poulets de chair, goliath et bicyclette. Nous produisons aussi des escargots. Toutes nos productions sont le plus BIO possible.","Fermes avicolesNous sommes une ferme de production avicole. Nous fournissons des poulets de chair, goliath et bicyclette. Nous produisons aussi des escargots. Toutes nos productions sont le plus BIO possible."
6200,SAS-BENIN (SOUNAN AGRO SERVICE),Fermes avicoles,Zè Centre Allada - 00229 Awokpa - Bénin,+2290197599729,SOUNAN AGRO SERVICE (SAS) Fait la production de viande de poulets congelés made in benin,Fermes avicolesSOUNAN AGRO SERVICE (SAS) Fait la production de viande de poulets congelés made in benin
6201,SEDEGBE,Fermes avicoles,Zapko Bohicon - BP318 - Bénin,Tel:+2290191444189,"Nôtre ferme avicole produits des œufs frais de table, des poulets chairs, du lapin et des produits maraichers à tout moment selon la quantité que vous désirez","Fermes avicolesNôtre ferme avicole produits des œufs frais de table, des poulets chairs, du lapin et des produits maraichers à tout moment selon la quantité que vous désirez"
6202,STAR DISTRIBUTIONS,Fermes avicoles,Hevie Abomey-Calavi - Bénin,+2290165255511,Élevage de volailles et autres,Fermes avicolesÉlevage de volailles et autres
6203,BENIN DISCOUNT,Fruits et légumes,Cotonou Cotonou - Bénin,+2290195067788,,Fruits et légumes
6204,COEUR VERT,Fruits et légumes,Derrière l'hôpital CHIC Abomey-Calavi - Bénin,+2290140568686,Entreprise spécialisée dans la vente des fruits et légumes écoresponsables.,Fruits et légumesEntreprise spécialisée dans la vente des fruits et légumes écoresponsables.
6205,DELICE FRUITS TROPICAUX,Fruits et légumes,"Lot 1003, Maison AGBOSSOU Augustin Aïdjèdo Cotonou - Bénin",+2290197321009,,Fruits et légumes
6213,DELICE FRUITS TROPICAUX,Fruits et légumes,"Lot 1003, Maison AGBOSSOU Augustin Zogbo Cotonou - Bénin",+2290197321009,,Fruits et légumes
6214,DIEU EST VIVANT,Fruits et légumes,Hevié todo Hévié - Bénin,,Vente des fruits.,Fruits et légumesVente des fruits.
6215,DYKAP GROUPE SARL,Fruits et légumes,Agla Dauphin Cotonou - Bénin,Tel:+2290197485728,Crèmerie - Boisson - Epicerie - Entretien et Bazar surgelés - Hygiène,Fruits et légumesCrèmerie - Boisson - Epicerie - Entretien et Bazar surgelés - Hygiène
6216,ETS CHIDERA,Fruits et légumes,Carrefour Calvair Fidjrossè Cotonou - Bénin,+2290195469138,,Fruits et légumes
6217,ETS LA LUCIOLE,Fruits et légumes,Atlantique Abomey-Calavi - Bénin,,Production Transformation & Vente des produits maraichers: Légumes Feuilles : gboman tchayo fotêtê amanvive Légumes Fruits : piment concombre aubergine pastèque Légumes racine : oignon carotte,Fruits et légumesProduction Transformation & Vente des produits maraichers: Légumes Feuilles : gboman tchayo fotêtê amanvive Légumes Fruits : piment concombre aubergine pastèque Légumes racine : oignon carotte
6218,EXOTICA FRUITS BENIN,Fruits et légumes,- Cotonou - Bénin,+2290196577512,"Pour le Bien-être de votre organisme, consommer 05 Fruits et Légumes par jours.","Fruits et légumesPour le Bien-être de votre organisme, consommer 05 Fruits et Légumes par jours."
6219,FRUIT D'OR DU BENIN,Fruits et légumes,Allada Allada - Bénin,+2290196088366,,Fruits et légumes
6220,LES FRUITS TILLOU SARL,Fruits et légumes,- Allada - Bénin,+2290195966926,,Fruits et légumes
6221,MOUSS INTER,Fruits et légumes,Abomey Calavi Abomey-Calavi - Bénin,+2290195062102,,Fruits et légumes
6222,ONG PHAZ COMPASSION BENIN,Fruits et légumes,"Tori CADA, Zounmey, République du Benin. Tori-Bossito - 0000 - Bénin",+2290197659185,"Formation des Jeunes Entrepreneurs Agricoles, production et transformation des produits agroalimentaires .. Agriculture Biologique.","Fruits et légumesFormation des Jeunes Entrepreneurs Agricoles, production et transformation des produits agroalimentaires .. Agriculture Biologique."
6223,ORANA SA,Fruits et légumes,Lot 137 Fignonhou Godomey 03 BP 3195 Cotonou Cotonou - Bénin,+2290152112222,"ORANA SA est une entreprise, spécialisée dans la production et la distribution de l'orange.","Fruits et légumesORANA SA est une entreprise, spécialisée dans la production et la distribution de l'orange."
6224,OTHENTIKS,Fruits et légumes,Cotonou Cotonou - Bénin,+2290160202000,,Fruits et légumes
6225,STE GLORY AHINADJE DE KOUDJANNADA,Fruits et légumes,Akpro-miserete Port-novo - 229 - Bénin,+2290196552217,"Nous sommes spécialisé dans la production des légumes feuilles fraîches telque Amarante crin crin, grand Morel, basilic, et les fruits telque pastèque ,poivron , comcombre,alico vert, carottes tomates ,et gombo , notre production est une production bio, sans l'utilisation d'aucune produit chimique qui peut affecté la santé de nos consommateurs, des légumes feuilles fraîches sans tâches, des produits fruits bien gros et résistant.","Fruits et légumesNous sommes spécialisé dans la production des légumes feuilles fraîches telque Amarante crin crin, grand Morel, basilic, et les fruits telque pastèque ,poivron , comcombre,alico vert, carottes tomates ,et gombo , notre production est une production bio, sans l'utilisation d'aucune produit chimique qui peut affecté la santé de nos consommateurs, des légumes feuilles fraîches sans tâches, des produits fruits bien gros et résistant."
6226,WORLDLIGHT,Fruits et légumes,"Rue 205 c573 saint-michel, cot Cotonou - Bénin",+2290191485656,"Nous sommes une entreprise de commercialisation, d'exportation et facilitation dans le domaine des fruits exotiques et des céréale 100% Bio. Nous sommes également dans la prestation de service en ligne et aussi dans l'importation des pièces détachées de véhicule et de véhicule d'occasion.","Fruits et légumesNous sommes une entreprise de commercialisation, d'exportation et facilitation dans le domaine des fruits exotiques et des céréale 100% Bio. Nous sommes également dans la prestation de service en ligne et aussi dans l'importation des pièces détachées de véhicule et de véhicule d'occasion."
6227,ZIVON AGRO Sarl,Fruits et légumes,041 BP 164 Cotonou - Bénin,Tel:+2290120246090,,Fruits et légumes
6228,ABC ENTREPRISE SARL,Grossistes en alimentation,C/179 D Avenue De Lorme Missébo - 01 BP 951 Cotonou - Bénin,Tel:+2290121313265,,Grossistes en alimentation
6229,ABDOUF / FILS,Grossistes en alimentation,"308, Bis Scoa Gbeto Rue Capitain Adjovi Cotonou - Bénin",Tel:+2290197034261,,Grossistes en alimentation
6230,ACI-BENIN SARL,Grossistes en alimentation,"C/ 668, Rue du Marché Jéricho - 02 BP 274 Cotonou - Bénin",+2290194578481,Vente et achat des produits tropicaux et agro-commerce internationale,Grossistes en alimentationVente et achat des produits tropicaux et agro-commerce internationale
6231,AFRICAGEL Sarl,Grossistes en alimentation,"Rue du Renouveau, Lot 672 Jéricho - 01 BP 5843 Cotonou - Bénin",Tel:+2290121321735,,Grossistes en alimentation
6232,AGOUNDO ET FILS,Grossistes en alimentation,M/Tchogoun Port-novo - Bénin,,C'EST UNE ÉTABLISSEMENT QUI S'ENGAGENT POUR LE DÉVELOPPEMENT DURABLE,Grossistes en alimentationC'EST UNE ÉTABLISSEMENT QUI S'ENGAGENT POUR LE DÉVELOPPEMENT DURABLE
6233,AGRO BENITEX Sarl,Grossistes en alimentation,C/480 Aidjedo Cotonou - 229 - Bénin,+2290166548388,,Grossistes en alimentation
6234,AGRO ROCHE,Grossistes en alimentation,"1 BP  2268 Cotonou     Cadjèhoun, Route Inter Etat, Nationale 1 01 BP 2511 Cotonou Zinvié Abomey-Calavi - Bénin",Tel:+2290121444085,,Grossistes en alimentation
6235,ALKADEL BENIN,Grossistes en alimentation,BP 13 Porto-Novo - Bénin,Tel:+2290120002016,,Grossistes en alimentation
6236,ARGENTONAISE GROUP,Grossistes en alimentation,12è ARRONDISSEMENT Cotonou - Bénin,+2290167763761,,Grossistes en alimentation
6237,AU PRIX DE TOKPA,Grossistes en alimentation,"Rue 2210, Minontchou Akpakpa Cotonou - Bénin",+2290197093003,,Grossistes en alimentation
6238,BENIN COMMERCE,Grossistes en alimentation,3 BP  1150 Cotonou     Cotonou - Bénin,Tel:+2290121322462,,Grossistes en alimentation
6239,BENIN GROCERY,Grossistes en alimentation,CEG1 Abomey-Calavi - Bénin,Tel:,,Grossistes en alimentation
