name,category,address,tel,description
AMAZING GRACE,Tourisme,Fidjrosse plage Cotonou - Bénin,+2290162793399,
ANPT (AGENCE NATIONALE DE PROMOTION DES PATRIMOINES ET DE DEVELOPPEMENT DU TOURISME),Tourisme,"Rue en face l'Hôtel de l'Entente en quittant l'Aéroport vers le Trésor, Imm. Ex Primature, Palais de la Marina 01 BP 2028 Cotonou - Bénin",Tel:+2290121309144,
ARADET Benin (AGENCE DE RECHERCHE ET D'APPUI AU DEVELOPPEMENT DU TOURISME),Tourisme,Non loin du côté du carrefour Zakpo Bohicon - Bénin,+2290167205803,"Nous sommes une agence de tourisme particulière de par notre approche: nous planifions le séjour touristique de nos visiteurs depuis leur pays; nous les accompagnons durant leur séjour; nous animons, et conduisons les visites...Fort de notre connaissance élevée des langues du pays, des territoires et leurs peuples, de notre réseau de guides et d'accompagnateurs de visites trilingues ( français, anglais, allemands)."
ARAIIS DE BELLIAS,Tourisme,"Mènontin carré 2080, carrefour Martin Luther King Cotonou - Bénin",+2290162474738,"Vente de billets d'Avion, assurance voyage, location de voiture, réservation d'hôtel, circuit touristique, Oumrah et Hadj service, formation professionnelle."
ASB (ALLA SCOPERTA DEL BENIN),Tourisme,- Cotonou - Bénin,+2290196868937,
ASSIKIWA TOURS & BUSINESS,Tourisme,En face du 7ème Arrondissement Saint Michel - 09 BP 285 Cotonou - Bénin,Tel:+2290121321196,
BENIN HOTEL TANEKAS,Tourisme,"A 2km de l'entrée de la ville de Natitingou, à Gauche, En face de l'Archevêché Natitingou - Bénin",+2290195988687,
BENIN YA TOURISME,Tourisme,Cotonou litoral Cotonou - Bénin,Tel:+2290160400790,"Découvrez le charme authentique du Bénin avec Bénin Ya Tourisme, votre guide passionné à travers les merveilles historiques, les paysages naturels, et les traditions riches. Offrant des circuits uniques, plongez dans une aventure culturelle inoubliable. Nos guides locaux experts vous conduisent vers des expériences inégalées, des danses traditionnelles aux chutes majestueuses. Explorez le Bénin avec nous et créez des souvenirs durables."
BERN TOURS,Tourisme,Non loin du carrefour la vie Cotonou - Bénin,+2290197778890,
BINAN Sarl,Tourisme,Boutique 145 à lʼarrière du Stade de lʼAmitié Zogbo Cotonou - Bénin,+2290196365295,
CARAM SERVICES,Tourisme,03 BP 1565 Cotonou - Bénin,Tel:+2290121302154,
CEA,Tourisme,03 BP 3607 Cotonou - Bénin,Tel:+2290121196412,
CISFO,Tourisme,Rue Auto Ecole le Destin Cadjèhoun Cotonou - Bénin,+2290197138086,
CONCORDA HOTEL,Tourisme,Non loin de l'ecole Ronza Akpakpa - 06 BP 2685 Cotonou - Bénin,+2290151370093,
CRIPADD ONG (CERCLE DE RECHERCHE POUR L'IDENTIFICATION ET LA PROMOTION DES ALTERNATIVES DU DEVELOPPEMENT DURABLE),Tourisme,"C/57, Rue fin clôture CEB, Maison ADJE, Fandji-Zoca BP 417 Abomey-Calavi - Bénin",+2290165795095,"L'ONG CRIPADD a pour mission la sauvegarde communautaire de la biodiversité et le développement socio-économique durable. Ses axes stratégiques sont le l'éducation environnementale, la reforestation, l'Agro-écologie et le tourisme équitable et solidaire. Tous ces axes sont gérés et planifiés par les populations locales qui en sont les bénéficiaires."
CRISTAL TOURS,Tourisme,"Avenue Steinmetz, Rue Festival des Glaces 08 BP 1131 Cotonou - Bénin",Tel:+2290121317105,
DAHOMEY AFRICAN TOURS,Tourisme,dangbehoue Ouidah - Bénin,Tel:+447495464989,"Based in Benin, Dahomey African Tours specializes in providing fresh and dynamic tailor-made bespoke tours across Benin, Togo, and Ghana in West Africa. We offer different types of tours such as: Cultural Tours, Historical Tours, Heritage Tours, Wildlife, Eco-Tours, Volunteering Tours, Student Trips, Private Tours, Group Tours, Photography, Tours Immersion Tours, Religious Tours, Festival Tours, Benin Voodoo Festival Tours and more."
DESTINATION BENIN,Tourisme,"Ilôt 184, Parcelle A, Missité Sikè, Lohonon, Missité Sikè Cotonou - +229 - Bénin",Tel:+2290121602903,DESTINATION BENIN est une entreprise béninoise ayant pour but de mettre à la disposition de tout le monde entier mais en particulier des béninois de la diaspora une multitude d’opportunités.
DOUK VOYAGE ET TOURISME,Tourisme,Landskrona Cotonou - Bénin,Tel:+2290143207793,Vivez une vie de rêve avec douk voyage !
DOUKPE VOYAGE,Tourisme,"Lot 2024, Derrière Stade de l'Amitié Kouhounou - 02 BP 1575 Cotonou - Bénin",Tel:+2290121383112,
DOUKPE VOYAGE,Tourisme,Av. du Renouveau Kouhounou - 02 BP 1675 Cotonou - Bénin,+2290164343232,
K. PAMPHILE YEDONOU,Anesthésistes,Cotonou - Bénin,+2290197887763,
K.PAMPHILE YEDONOU (CLINIQUE LES LUEURS-ZOPAH),Anesthésistes,Pavé Kérékou Abomey-Calavi - Bénin,+2290197887763,
O.PATRICK MARCOS,Anesthésistes,Cotonou - Bénin,Tel:+2290121300136,
BENOIT AFRIQUE AUDITION BENIN,Audioprothesistes,"Rue 514, non loin du Centre Médical Avicennes Cotonou - Bénin",Tel:+2290161895242,"BENOIT AFRIQUE AUDITION BENIN, Spécialisé dans le confort auditif."
A. FERDINAN KASSA,Biologistes,Cotonou - Bénin,Tel:+2290121331533,
ASSOCIATION COEUR GAI,Biologistes,Pk11 route de P/N Sèmè-Podji - Bénin,+2290196842189,"En tant que biotechnologiste médical, nous commercialisons les équipements biomédicaux et divers."
HJM,Biologistes,- BP 14 Ouidah Abomey-Calavi - Bénin,+2290167922794,Nous fournissons des rats wistar adaptés pour la recherche scientifique
ROK DIAGNOSTICS,Biologistes,C/814 Missite Sike Cotonou - Bénin,,"Nous sommes une société de recherche contractuelle, dont le but est de renforcer les efforts de recherche des scientifiques et des entrepreneurs en fournissant une assistance et en facilitant les collaborations sur le terrain en Afrique."
SANTE REPRODUCTIVE,Biologistes,Gbégamey Cotonou - Bénin,+2290164581337,"S'occupe de l'infertilité ""Primaire ou Secondaire"" du couple à travers des conseils, des examens biologiques et de suivie médicale."
CABINET DE SOINS COEUR D'ANGE,Cabinets médicaux,Awake Maria-Gbéta Abomey-Calavi - Bénin,+2290153024667,"Consultation, petite chirurgie."
CABINET DE SOINS EN DIEU JE CROIS,Cabinets médicaux,Djadjo Abomey-Calavi - Bénin,+2290162904499,"Consultation, soins infirmiers, petite chirurgie."
CABINET DE SOINS SAINT IGNACE DE PAIX,Cabinets médicaux,A côté de CS Science et Conscience Zogbadjè Abomey-Calavi - Bénin,+2290195487395,
CABINET DE SOINS ST JEAN,Cabinets médicaux,Rue 2210 Gankpodo Cotonou - Bénin,+2290195574383,"Consultation, Echographie, petite chirurgie"
CABINET DOCTEUR ALASSANE SEIDOU,Cabinets médicaux,- Cotonou - Bénin,Tel:+2290123630042,
CABINET DOCTEUR BASILE LEGBA,Cabinets médicaux,- Cotonou - Bénin,Tel:+2290122530709,
CABINET DOCTEUR CHANVOEDOU,Cabinets médicaux,- Cotonou - Bénin,Tel:+2290121324176,
CABINET DU DOCTEUR ANNE BRUNET APITHY,Cabinets médicaux,"Rue du caporal Anani, face à l’entrée du Camp Ghézo Camp Guézo - 06 BP 2470 Cotonou - Bénin",Tel:+2290121301562,
CABINET DU Dr DAVID HOUETO,Cabinets médicaux,- Cotonou - Bénin,Tel:+2290121300572,
CABINET DU Dr FELICIEN HOUNYE,Cabinets médicaux,- Cotonou - Bénin,Tel:+2290121352118,
CABINET DU Dr MARCELLE GOUNONGBE,Cabinets médicaux,- Cotonou - Bénin,Tel:+2290121312111,Rhumatologue.
CABINET DU Dr SIMON SETO,Cabinets médicaux,- Cotonou - Bénin,Tel:+2290121360550,
CABINET DU DrMARIE THERESE AKELE AKPO,Cabinets médicaux,- Cotonou - Bénin,Tel:+2290121305019,
CABINET MEDICAL,Cabinets médicaux,"Imm. 236, Rue 13023, Cité Houéyiho Cotonou - Bénin",+2290195966544,
CABINET MEDICAL ADEYANJU,Cabinets médicaux,- Cotonou - Bénin,Tel:+2290121350244,
CABINET MEDICAL Anne-Marie CAUDRON TIDJANI,Cabinets médicaux,Carré 337-338 Maro-Militaire - 03 BP 2898 Jericho Cotonou - Bénin,Tel:+2290121315634,
CABINET MEDICAL DE L'AVENUE,Cabinets médicaux,"C/204 - 205, Avenue Steinmetz, Parcelle 113, Lot F Gbédokpo - 04 BP 1087 Cotonou - Bénin",Tel:+2290121310799,
CABINET MEDICAL DE LA CITE,Cabinets médicaux,- Cotonou - Bénin,Tel:+2290121333499,
CABINET MEDICAL DELTA,Cabinets médicaux,- Gbégamey Cotonou - Bénin,Tel:+2290121035645,Médecine général et spécialiste.
CABINET MEDICAL DIEU SEUL,Cabinets médicaux,Zoungoudo Pahou - Bénin,+2290197072463,
CABINET MEDICAL DON DIVIN,Cabinets médicaux,C/613 Adogléta Akpakpa - 01 BP 4221 Cotonou - Bénin,+2290195952533,
CABINET MEDICAL DR Magloire DEDEWANOU,Cabinets médicaux,"C/ 1085, Rue 564 Vodjè - 02 BP 8020 Cotonou - Bénin",Tel:+2290121307925,cardiologue
CABINET MEDICAL DU Dr K. Daniel AMOUSSOU-GUENOU,Cabinets médicaux,- Cotonou - Bénin,+2290195864491,Professeur d’Endocrinologie diabétologie
CABINET MEDICAL DU Dr Paulin AGOSSOU,Cabinets médicaux,"C/557, Maison KIDJO Saint Michel Cotonou - Bénin",Tel:+2290121331292,
CABINET MEDICAL DU Dr SAGBO N. Fulbert,Cabinets médicaux,- Porto-Novo - Bénin,Tel:+2290120222525,
CABINET MEDICAL ENDODIAB - ZI,Cabinets médicaux,Sur le Von de Enangnon Agontinkon - 01 BP 474 Cotonou - Bénin,+2290197850157,"Endocrinologie, Médecine Générale, Laboratoire."
CABINET MEDICAL GAVS,Cabinets médicaux,EKpè Ouémé - Bénin,Tel:+2290121332374,
CABINET MEDICAL HAIE VIVE,Cabinets médicaux,"Haie vive, Deuxième rue à droite, Derrière festival des glaces Cotonou - Bénin",+2290191555050,
CABINET MEDICAL HEALTH MAKER,Cabinets médicaux,"Calavi-Yevié, Docomey BP 0140 Abomey-Calavi - Bénin",+2290194252149,
CABINET MEDICAL L'ESPERIENCE,Cabinets médicaux,"Rue 13102, Cité Houéyiho 08 BP 296 Cotonou - Bénin",+2290197246386,"Cardiologie, Médecine général et diététique."
CABINET CARDIOLOGIQUE MARO MILITAIRE,Cardiologues,"La Von de la fondation ZINSOU, en face du commissariat central 05 BP 491 Cotonou - Bénin",Tel:+2290121325782,
CABINET DE CARDIOLOGUE COEUR SANTE,Cardiologues,"Rue Avant L'Ecole Normale Supérieure, En Venant du Carrefour Nadjo 01 BP 2891 Port-novo - Bénin",+2290169596404,
CENTRE DE CARDIOLOGIE,Cardiologues,"2 BP 376   Patte d'Oie, Rue 394 Cotonou - Bénin",Tel:+2290121309368,
CENTRE DE CARDIOLOGIE LES TROPIQUES,Cardiologues,"C/ 939, Rue 218 Sikècodji - 01 BP 4878 Cotonou - Bénin",Tel:+2290121323099,
CENTRE URGENCE CARDIO,Cardiologues,"Rue 1451, Lot 230, Ayélawadjè Akpakpa - 01 BP 3134 Cotonou - Bénin",+2290197046363,
D. MARTIN HOUENASSI,Cardiologues,Cotonou - Bénin,Tel:+2290121303163,
DR RENE CODJIA,Cardiologues,01 BP 8684 Cotonou - Bénin,+2290168710913,CARDIOLOGIE LIBERALE
EMMANUEL J-M. YEHOUESSI,Cardiologues,Cotonou - Bénin,Tel:+2290121312544,
ETS CABINET CARDIOLOGIQUE DU SEPTENTRION,Cardiologues,Quartier Zongo II Parakou - Bénin,+2290194470789,
MARINA d'ALMEIDA MASSOUGBODJI,Cardiologues,Cotonou - Bénin,Tel:+2290121330464,
Y. CORINE N. HOUEHANOU,Cardiologues,- Cotonou - Bénin,Tel:+2290121301478,
AMFB (ASSOCIATION MEDICO-SOCIALE FRANÇAISE DE BENIN),Centres médicaux sociaux,"Rue 452, Parc de l'Ambassade de France, Zone Résidentielle BP 471 Cotonou - Bénin",Tel:+2290121301027,
CABINET MEDICO-CHIRURGICAL ET DE GYNECOLOGIE DU PONT 2,Centres médicaux sociaux,Akpakpa Cotonou - Bénin,+2290197290085,
CENTRAL MEDICO- SOCIAL JESUYOND,Centres médicaux sociaux,Fignonhou Godomey - Bénin,Tel:+2290121350300,
CENTRE DE SANTE ANASTASIS,Centres médicaux sociaux,Maison du peuple Agla - 10 BP 1032 Cotonou - Bénin,Tel:+2290121071289,
CENTRE DE SANTE ASSAFOUA,Centres médicaux sociaux,"Rue 12.528, en face de la phcie Fidjrossè plage Fidjrossè Cotonou - Bénin",Tel:+2290121141526,
CENTRE DE SANTE DE TOGOUDO,Centres médicaux sociaux,Togoudo Cotonou - Bénin,Tel:+2290121301428,
CENTRE DE SANTE GRACE DE DIEU SHILO,Centres médicaux sociaux,Agbocodji Abomey-Calavi - Bénin,+2290197680494,
CENTRE DE SANTE HUMANITAIRE,Centres médicaux sociaux,Non loin du Carrefour Ouèdo Ouedo Abomey-Calavi - Bénin,+2290197745194,
CENTRE DE SANTE HUMANITAIRE ADONAI,Centres médicaux sociaux,La Nationale 3 Ketou - Bénin,+2290194979890,
CENTRE DE SANTE HUMANITAIRE ESPERANCE,Centres médicaux sociaux,"Non loin du carrefour Houeto, Djadjo Abomey-Calavi - Bénin",+2290195204049,
CENTRE DE SANTE MASSAVO (ONG J'AIDE),Centres médicaux sociaux,Rue 2210 Minontchou Cotonou - Bénin,+2290197405941,
CENTRE DE SANTE SHALOM,Centres médicaux sociaux,PK 14 Godomey - BP 236 Abomey-Calavi - Bénin,Tel:+2290121380628,
CENTRE MEDICAL BONNE SANTE,Centres médicaux sociaux,En allant à Parana Tankpê Abomey-Calavi - Bénin,Tel:+2290121352658,
CENTRE MEDICAL DEI VERBUM,Centres médicaux sociaux,"Agouagan, Togba Abomey-Calavi - Bénin",+2290196391292,
CENTRE MEDICAL NOTRE DAME DE L'ESPERANCE,Centres médicaux sociaux,Agblangandan Cotonou - Bénin,+2290166801587,
CENTRE MEDICAL SEYON,Centres médicaux sociaux,Derrièrre le Stade de l'Amitié Zogbo Cotonou - Bénin,Tel:+2290121384256,
CENTRE MEDICAL SOCIAL AVE MARIA,Centres médicaux sociaux,Agla Finanfa dans la rue de la gendarmerie Cotonou - Bénin,+2290196157072,
CENTRE MEDICAL VAL DE GRACE,Centres médicaux sociaux,En face du Carrefour Satellite Zopah Abomey-Calavi - Bénin,+2290161820801,
CENTRE MEDICAUX SOCIAL DJIDJOHO,Centres médicaux sociaux,"En face du Temple Jericho, C/97 Aïdjèdo Cotonou - Bénin",Tel:+2290121312246,
CENTRE MEDICO SOCIAL LOUIS PASTEUR,Centres médicaux sociaux,Calavi Gbetagbo Abomey-Calavi - Bénin,+2290197005498,
CENTRE MEDICO SOCIAL SAINTE MONIQUE,Centres médicaux sociaux,"En allant vers la Buvette Energie plus, 1er von à droite en Agori Djadjo Abomey-Calavi - Bénin",+2290194456871,
CENTRE MEDICO SOCIAL ST GERARD MAJELLA DE TOGBA,Centres médicaux sociaux,ahossougletta Abomey-Calavi - Bénin,+2290194140229,
"CENTRE MEDICO-SOCIAL ""LA MISERICODE DIVINE""",Centres médicaux sociaux,Pahou capo Ouidah - Bénin,+2290195854156,
CENTRE MEDICO-SOCIAL SAINT CAMILLE,Centres médicaux sociaux,- 03 BP 2841 Porto-Novo - Bénin,+2290194205271,
CHD DU MONO (CENTRE HOSPITALIER DEPARTEMENTAL),Centres médicaux sociaux,RN 2 Lokossa - Bénin,Tel:+2290122411590,
ONG CARIBA CENTRE MEDICO SOCIAL,Centres médicaux sociaux,Calavi Gbetagbo Abomey-Calavi - Bénin,+2290197585556,
ONG CEPHES CENTRE MEDICO SOCIAL L'EMMANUEL,Centres médicaux sociaux,"rUE Houeto, non loin du carrefour Cotonou - Bénin",+2290164192046,Médecine Général -Pédiatrie-Gynécologie-Accouchement
ONG FRANCK LABO PHARMA,Centres médicaux sociaux,Non loin de l'église catholique Houeto Abomey-Calavi - Bénin,+2290197696576,
ONG IRENA (INSTITUT DE RECHERCHES EN NATUROTHERAPIE),Centres médicaux sociaux,"C/131 D, Non loin de la Mosquée, 4ème Arrondissement, Maison KOGBLEVI Vodjè - 04 BP 0999 Cotonou - Bénin",Tel:+2290121330093,
ONG VITINME,Centres médicaux sociaux,Von en face l'Ecole Akpakpa Marché Misséssin Cotonou - Bénin,Tel:+2290121154670,
A. GAFAROU BOURAIMA LEADI,Chirurgiens,Cotonou - Bénin,+2290190037321,
BASILE M. ZANOU,Chirurgiens,Cotonou - Bénin,Tel:+2290121323897,
C. ALPHONSE TODESSAVI,Chirurgiens,- Cotonou - Bénin,+2290197112299,
CABINET MEDICAL SAINT PIERRE ET PAUL,Chirurgiens,Agori Agori Abomey-Calavi - Bénin,+2290169066359,
DIDIER FASSINOU,Chirurgiens,- Cotonou - Bénin,Tel:+2290121224115,
EMILE A. D. MENSAH,Chirurgiens,Cotonou - Bénin,Tel:+2290123821232,
FRANCOIS M. DOSSOU-TOGBE,Chirurgiens,- Cotonou - Bénin,Tel:+2290123650231,
GASPARD D. GBESSI,Chirurgiens,Cotonou - Bénin,Tel:+2290122430459,
HOASH-ONG STE THERESE DE L'ENFANT JESUS,Chirurgiens,Marché Abomey-Calavi - Bénin,+2290164435512,
HOPITAL DE DASSA,Chirurgiens,Dassa-Zoumé - Bénin,Tel:+2290122530031,
KADIRI A. BOUKARI,Chirurgiens,Cotonou - Bénin,Tel:+2290123830011,
NICOLAS AGBO,Chirurgiens,- Cotonou - Bénin,+2290195854244,
PASCAL SOHOU,Chirurgiens,C.H.D. Zou - Bénin,Tel:+2290122500061,
Q. MATHIAS P.HOUNNOU,Chirurgiens,Cotonou - Bénin,Tel:+2290123820038,
SERAPHIN GUEDEGBE,Chirurgiens,Cotonou - Bénin,Tel:+2290121304441,
CLINIQUE SEVI,,"Von avant collège nagueze quittant 16 ampoules, étage rouge gris après salle de gym Ola fitness Gbèdjromédé Cotonou - Bénin",+2290161437474,"La CLINIQUE SEVI est un établissement privé de santé pluridisciplinaire qui vous assure le maximum de sécurité et de confort dans ses offres de soins que ce soit en consultation, en soins ambulatoires ou hospitalisés. Disposant d’une grande diversité de prestations (Gynécologie obstétrique, pédiatrie, médecine générale, cardiologie, chirurgie, endocrinologie, dermatologie, kinésithérapie, médecine physique et ré adaptative, psychologie, chirurgie pédiatrique, traumatologie, urologie, anesthésie..."
Alafia - Cabinet de soins,Cliniques - Polycliniques,"V96M+PQC, Unnamed Road Alibori Malanville - Bénin",+2290165010845,
CLINIQUE DAHIN,Cliniques - Polycliniques,Entre vèdoko et le Stade de l’Amitié - Houenoussou Kouhounou Cotonou - Bénin,Tel:+2290121382663,
CLINIQUE DE LA MERE ET DE L'ENFANT,Cliniques - Polycliniques,98FF+8HP Atlantique Department Cotonou - Bénin,+2290164375368,
CLINIQUE EL ELOHIM,Cliniques - Polycliniques,9CJC+QJ7 - Saint-Jean Atlantique Department Cotonou - Bénin,+2290195860198,
CLINIQUE HAGNON,Cliniques - Polycliniques,Atrokpocodji RNIE 1 Atlantique Department Cotonou - Bénin,+2290197707392,
CLINIQUE L'EXCELLENCE DE CALAVI (EX CABINET ORL DE CALAVI),Cliniques - Polycliniques,- Atlantique Department Abomey Calavi - Bénin,+2290160609494,
CLINIQUE LOUIS PASTEUR,Cliniques - Polycliniques,"631, Route de Louho, sur la voie pavée en direction de Djassin, Quartier Djassin 01 BP 165 Porto-Novo - Bénin",Tel:+2290120212222,
CLINIQUE MEDICO-CHIRURGICALE Sainte Anne d'Afrique,Cliniques - Polycliniques,9C6G+78F - Gbedokpo Atlantique Department Cotonou - Bénin,+2290195977977,
CLINIQUE METOLE,Cliniques - Polycliniques,"Rue 1142, PK6, Rue Brigade de Protection des Mineurs - Dandji Tokplégbé - 08 BP 0675 Cotonou - Bénin",Tel:+2290121330914,
CLINIQUE SANITAS,Cliniques - Polycliniques,Carrefour Hôtel Dako Zou Department - BP 399 Bohicon - Bénin,Tel:+2290122511972,
Cabinet Médical Olayinka,Cliniques - Polycliniques,"9CHX+W2W, Rue 1250 - Senade Atlantique Department Cotonou - Bénin",+2290195064356,
Cabinet de Cardiologie Les Fleurettes,Cliniques - Polycliniques,BP 640 Atlantique Department Abomey Calavi - Bénin,+2290195420000,
Cabinet de soins Oluwa Mbè Pelumi,Cliniques - Polycliniques,RN8 Atakora Department Péhonko - Bénin,+2290196014450,
Centre de santé de l'arrondissement de Banigbé,Cliniques - Polycliniques,JPX4+GW5 Plateau Department Bédo - Bénin,+2290169452016,
Clinique -pH,Cliniques - Polycliniques,BP: 372 Natitingou - Bénin,+2290198561717,
Clinique ADEOLA de Sènadé,Cliniques - Polycliniques,"9FJ6+943, Rue 1643A - Senade Littoral Cotonou - Bénin",+2290197899236,
Clinique ASI ONG,Cliniques - Polycliniques,"MMQ6+WFF, RNIE3 Donga Djougou - Bénin",+2290197609921,
Clinique Beau Bébé,Cliniques - Polycliniques,"9JMF+QJG, guema Borgou Department Parakou - Bénin",+2290195458916,
Clinique Bon secours,Cliniques - Polycliniques,"WXCG+CGW, RNIE5 Collines Department Savalou - Bénin",+2290197457305,
Clinique Coopérative de Santé de Boundarou,Cliniques - Polycliniques,"8JX8+8GV, Rte de l'Hotel Canaries - Kpebie Borgou Department Parakou - Bénin",+2290197584238,
Clinique Espoir de Djougou,Cliniques - Polycliniques,"MMQH+XX7, RNIE6 Atakora Department Djougou - Bénin",+2290197578422,
Clinique La Grâce,Cliniques - Polycliniques,"Q6G4+P52, Unnamed Road Collines Department Dassa-Zoumé - Bénin",+2290197571132,
Clinique Medico-Chirugicale et d'Accouchements Les Grâces,Cliniques - Polycliniques,Ave de Roi Guezo - Saint-Michel Littoral Cotonou - Bénin,+2290121321171,
Clinique Qualima Namo,Cliniques - Polycliniques,"GJ47+R6Q, Unnamed Road Département de l’Ouémé Porto-Novo - Bénin",+2290194360387,
Clinique Sainte Thérèse de Zakpota,Cliniques - Polycliniques,653X+9PP Zou Department RNIE4 - Bénin,+2290196493016,
Clinique Ste Carine,Cliniques - Polycliniques,"G845+CQ3, Unnamed Road Atlantique Department Zoundja - Bénin",+2290195755813,
Clinique l'Espérance Bohicon,Cliniques - Polycliniques,"52JV+VRC, Unnamed Road Zou Department Bohicon - Bénin",+2290167471717,
Complex School Bougueti Et Compagnie,Cliniques - Polycliniques,"AGLA derriere CEG Les PYLONES, Carré 3375, La Maison de l'Enfant - Gbedokpo Cotonou - Bénin",+2290195038204,
Hospital Area Malanville Karimama,Cliniques - Polycliniques,V97Q+HVJ Alibori Malanville - Bénin,+2290163323811,
Cabinet Dentaire De L'Avenue Jean Paul 2,Dentistes - Cabinets dentaires,"993X+FGX, Rte De L'Aeroport - Haie Vive Littoral Cotonou - Bénin",+2290194150588,
Cabinet Dentaite Ma Divine Mere,Dentistes - Cabinets dentaires,C9V2+649 Abomey-Calavi Atlantique Department Agamandin - Bénin,+2290166367867,Bienvenue au Cabinet Dentaire S&F/Ma Divine Mère offrant des soins bucco-dentaires de qualité dans une atmosphère accueillante.
ADJIBOCHA LEA,Dentistes - Cabinets dentaires,adjibocha-lea-dentiste-cabinet-dentaire-mono-benin Mono - Bénin,Tel:+2290121040863,
ADJOVI TOLOME,Dentistes - Cabinets dentaires,Parakou - Bénin,Tel:+2290123610915,
AHOUANDJINOU-DEGUENON EUPHRASIE,Dentistes - Cabinets dentaires,BP 698 Abomey-Calavi - Bénin,Tel:+2290121360698,
AHOUNOU JOSIANE,Dentistes - Cabinets dentaires,- Cotonou - Bénin,Tel:+2290121326444,
BOSSOU CHRISTIAN,Dentistes - Cabinets dentaires,Aplahoué - Bénin,Tel:+2290121327438,
CABINET DENTAIRE,Dentistes - Cabinets dentaires,Av. Jean Paul II Les Cocotiers Cotonou - Bénin,Tel:+2290121303926,
CABINET DENTAIRE ALBERT JOSSOU,Dentistes - Cabinets dentaires,"Missèbo, C/ 165, Av. Van Vollen Hoven Bénin",Tel:+2290121315063,
CABINET DENTAIRE DE L'AVENUE JEAN PAUL II,Dentistes - Cabinets dentaires,Route de L'Aéroport Cotonou - Bénin,Tel:+2290121303982,
CABINET DENTAIRE DE MME MICHELINE KPOTI ADEOTI,Dentistes - Cabinets dentaires,"Derrière le Stade de l'Amitié, Boutique N°416 Zogbo - 03 BP 2002 Cotonou - Bénin",+2290166975201,
CABINET DENTAIRE DE SIKECODJI,Dentistes - Cabinets dentaires,"C/ 1317, Rue Firmin Santos Sikècodji - 7 BP 171 Cotonou - Bénin",Tel:+2290121325869,
CABINET DENTAIRE DU DOCTEUR BELLO KARIM,Dentistes - Cabinets dentaires,- Cotonou - Bénin,Tel:+2290121321750,
CABINET DENTAIRE DU Dr DJOSSOU,Dentistes - Cabinets dentaires,Maromilitaire non loin de la pharmacie Adéchina Maro-Militaire - 03 BP 220 Cotonou - Bénin,Tel:+2290121320620,
CABINET DENTAIRE DU PK 3,Dentistes - Cabinets dentaires,"Akpakpa N'vènamèdé,6 BP 245   Cotonou - Bénin",Tel:+2290121332105,
CABINET DENTAIRE Dr ALAPINI AGBO RACHEL,Dentistes - Cabinets dentaires,"Derrière la mairie, Avotrou Sègbéya - 03 BP 3781 Cotonou - Bénin",+2290190905585,"Prothèse, prévention ortho"
CABINET DENTAIRE Dr BOHOUN,Dentistes - Cabinets dentaires,"C/ 582, Bd. Saint Michel Maro-Militaire - 06 BP 2013 Cotonou - Bénin",Tel:+2290121331656,
CABINET DENTAIRE FRANCOICISCA,Dentistes - Cabinets dentaires,Rue derrière Clôture Aéroport Houeyiho Cotonou - Bénin,Tel:+2290121312826,
CABINET DENTAIRE JERICHO,Dentistes - Cabinets dentaires,A coté de PADME 03 BP 52 Cotonou 03 Cotonou - Bénin,+2290190930177,
CABINET DENTAIRE KPONON,Dentistes - Cabinets dentaires,Abattoir Akpakpa Cotonou - Bénin,+2290197251272,
CABINET DENTAIRE LA CITE,Dentistes - Cabinets dentaires,"Rue 750,  Cité Houèyiho Houeyiho - 08 BP 7012 Cotonou - Bénin",Tel:+2290121300290,
CABINET DENTAIRE LA GLOIRE,Dentistes - Cabinets dentaires,Kouhounou Cotonou - Bénin,+2290197378065,
CABINET DENTAIRE LA TENDRESSE,Dentistes - Cabinets dentaires,Le Belier Akpakpa - 06 BP 953 Cotonou - Bénin,+2290197258330,
CABINET DENTAIRE LA VANGUARIA,Dentistes - Cabinets dentaires,Non loin du carrefour Vêdoko 07 BP 226 Cotonou - Bénin,+2290197693470,
CABINET DENTAIRE LE BEA SOURIRE,Dentistes - Cabinets dentaires,Cotonou - Bénin,Tel:+2290121331649,
CABINET DENTAIRE LES GRACES,Dentistes - Cabinets dentaires,03 BP 0752 Cotonou - Bénin,Tel:+2290121331340,
CABINET DENTAIRE LES GRACES,Dentistes - Cabinets dentaires,"Saint Jean, 3 BP 3135   Cotonou - Bénin",Tel:+2290121320619,
CABINET DENTAIRE PAUL DAVID,Dentistes - Cabinets dentaires,Av du Renouveau Zogbo - 06 BP 2618 Cotonou - Bénin,+2290197012900,
CABINET DENTAIRE QUALIMANAMO OUANDO,Dentistes - Cabinets dentaires,qualimanamo-ouando-dentiste-cabinet-dentaire-porto-novo-benin Porto-Novo - Bénin,Tel:+2290120223263,
CABINET DENTAIRE SALEM,Dentistes - Cabinets dentaires,Av. Mgr Isidore de Souza - Missessin Akpakpa - 03 BP 4062 Cotonou - Bénin,Tel:+2290195956848,
AUGUSTIN ADJIBI,Dermatologues,Cotonou - Bénin,Tel:+2290121323345,
BERENICE K.E.DEGBOE S.,Dermatologues,cadjehoun à côté de la clinique patte d’oie Cotonou - Bénin,+2290195497341,
CABINET DU Dr Fabrice AKPADJAN,Dermatologues,- Gbèdjromédé Cotonou - Bénin,+2290195064231,
